,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,nematode_feeding,nematode_ecology,decay_type,growth_form,,,,
1138,2488,Fungi_sp,JX327950,SH1004366.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1004366.09FU,NA,NA,,,NA,NA,,,,
1139,2503,Vermispora_sp,UDB07332771,SH1277090.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Vermispora,Vermispora_sp,Vermispora_sp_SH1277090.09FU,wood_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
1140,2504,Trichoderma_stilbohypoxyli,DQ313152,SH3109495.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_stilbohypoxyli,Trichoderma_stilbohypoxyli_SH3109495.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1141,2505,Staphylotrichum_sp,UDB07569676,SH1069038.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,Staphylotrichum_sp,Staphylotrichum_sp_SH1069038.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1142,2506,Spizellomycetales_sp,UDB07385486,SH1253887.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1253887.09FU,NA,NA,,,NA,NA,,,,
1143,2507,Rozellomycota_sp,UDB0368524,SH1168416.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1168416.09FU,NA,NA,,,NA,NA,,,,
1144,2508,Rhizophydiales_sp,UDB0615974,SH1327962.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1327962.09FU,NA,NA,,,NA,NA,,,,
1145,2510,Podospora_sp,UDB05103369,SH0962355.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0962355.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1146,2511,Podospora_sp,UDB05101774,SH0938901.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938901.09FU,dung_saprotroph,foliar_endophyte,,,leaf/fruit/seed,dung,filamentous_mycelium,,,
1147,2512,Phaeosphaeriaceae_sp,UDB04500255,SH0888972.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Phaeosphaeriaceae_sp,Phaeosphaeriaceae_sp_SH0888972.09FU,NA,NA,,,NA,NA,,,,
1148,2514,Mortierella_sp,UDB04953351,SH1312608.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1312608.09FU,soil_saprotroph,root-associated,,,roots,soil,filamentous_mycelium,,,
1149,2515,Mortierellales_sp,UDB04949561,SH0936590.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellales_fam_Incertae_sedis,Mortierellales_gen_Incertae_sedis,Mortierellales_sp,Mortierellales_sp_SH0936590.09FU,NA,NA,,,NA,NA,,,,
1150,2516,Microascales_sp,UDB0427748,SH0888089.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascales_fam_Incertae_sedis,Microascales_gen_Incertae_sedis,Microascales_sp,Microascales_sp_SH0888089.09FU,NA,NA,,,NA,NA,,,,
1151,2517,Lobulomycetales_sp,UDB03108638,SH1326253.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH1326253.09FU,NA,NA,,,NA,NA,,,,
1152,2518,Lobulomycetales_sp,UDB03107913,SH0980571.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH0980571.09FU,NA,NA,,,NA,NA,,,,
1153,2520,Knufia_sp,UDB02331331,SH1070674.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_sp,Knufia_sp_SH1070674.09FU,soil_saprotroph,rock-inhabiting,,,leaf/fruit/seed,soil,animal_material,dimorphic_yeast,,
1154,2521,Kickxellomycota_sp,UDB02429354,SH1153886.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1153886.09FU,NA,NA,,,NA,NA,,,,
1155,2522,Idriella_sp,UDB03590138,SH1265385.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Idriella_sp,Idriella_sp_SH1265385.09FU,litter_saprotroph,root_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1156,2524,Glomus_sp,UDB0368729,SH0904353.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus_sp_SH0904353.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1157,2525,Glomus_macrocarpum,MT765685,SH0880146.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_macrocarpum,Glomus_macrocarpum_SH0880146.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1158,2526,Glomeromycota_sp,MT765456,SH0957179.09FU,reps,Fungi,Glomeromycota,Glomeromycota_cls_Incertae_sedis,Glomeromycota_ord_Incertae_sedis,Glomeromycota_fam_Incertae_sedis,Glomeromycota_gen_Incertae_sedis,Glomeromycota_sp,Glomeromycota_sp_SH0957179.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1159,2527,Glomerales_sp,UDB0412065,SH1089947.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomerales_fam_Incertae_sedis,Glomerales_gen_Incertae_sedis,Glomerales_sp,Glomerales_sp_SH1089947.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1160,2528,Gigaspora_rosea,FN547576,SH0998701.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,Gigaspora_rosea,Gigaspora_rosea_SH0998701.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1161,2529,Fungi_sp,UDB0753231,SH0886839.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0886839.09FU,NA,NA,,,NA,NA,,,,
1162,2530,Fungi_sp,UDB02145263,SH1172693.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1172693.09FU,NA,NA,,,NA,NA,,,,
1163,2531,Fungi_sp,UDB02129142,SH1173356.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1173356.09FU,NA,NA,,,NA,NA,,,,
1164,2532,Fungi_sp,UDB02118379,SH1118656.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1118656.09FU,NA,NA,,,NA,NA,,,,
1165,2549,Conocybe_sp,UDB04140164,SH1182707.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_sp,Conocybe_sp_SH1182707.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1166,2553,Cladorrhinum_sp,UDB03057317,SH0945291.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Cladorrhinum_sp,Cladorrhinum_sp_SH0945291.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1167,2564,Blastocladiomycota_sp,UDB01529253,SH1138417.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH1138417.09FU,NA,NA,,,NA,NA,,,,
1168,2565,Blastocladiomycota_sp,UDB01528811,SH0906219.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH0906219.09FU,NA,NA,,,NA,NA,,,,
1169,2566,Blastocladiales_sp,UDB01528452,SH1187596.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiales_fam_Incertae_sedis,Blastocladiales_gen_Incertae_sedis,Blastocladiales_sp,Blastocladiales_sp_SH1187596.09FU,NA,NA,,,NA,NA,,,,
1170,2567,Aspergillus_ruber,EF652066,SH1083171.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_ruber,Aspergillus_ruber_SH1083171.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1171,2568,Ascodesmidaceae_sp,UDB01337277,SH0978569.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Ascodesmidaceae_gen_Incertae_sedis,Ascodesmidaceae_sp,Ascodesmidaceae_sp_SH0978569.09FU,NA,NA,,,NA,NA,,,,
1172,2573,Agaricomycetes_sp,UDB0937600,SH0902225.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH0902225.09FU,NA,NA,,,NA,NA,,,,
1173,2574,Moesziomyces_aphidis,AF294699,SH1146193.09FU,refs,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces_aphidis,Moesziomyces_aphidis_SH1146193.09FU,plant_pathogen,NA,,,NA,dimorphic_yeast,,,,
1174,2579,Tilletiopsis_washingtonensis,AB025686,SH1048834.09FU,refs,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Tilletiopsis,Tilletiopsis_washingtonensis,Tilletiopsis_washingtonensis_SH1048834.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1175,2580,Puccinia_sorghi,EF505887,SH1188429.09FU,reps,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia_sorghi,Puccinia_sorghi_SH1188429.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
1176,2581,Paraglomus_sp,UDB03668443,SH0930603.09FU,reps,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_sp,Paraglomus_sp_SH0930603.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1177,2582,Glomeraceae_sp,UDB03128496,SH0957286.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0957286.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1178,2584,Coniothyrium_sp,MH019922,SH1298791.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium_sp,Coniothyrium_sp_SH1298791.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,wood,filamentous_mycelium,,,
1179,2585,Chytridiomycota_sp,UDB02283655,SH0880730.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0880730.09FU,NA,NA,,,NA,NA,,,,
1180,2587,Bulleribasidium_oberjochense,GU327541,SH1039879.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Bulleribasidium,Bulleribasidium_oberjochense,Bulleribasidium_oberjochense_SH1039879.09FU,unspecified_saprotroph,NA,,,NA,dimorphic_yeast,,,,
1181,2590,Sporobolomyces_roseus,AY015438,SH0882333.09FU,refs,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_roseus,Sporobolomyces_roseus_SH0882333.09FU,mycoparasite,NA,,,fungal_material,yeast,,,,
1182,2591,Spizellomycetales_sp,UDB07392043,SH1223194.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1223194.09FU,NA,NA,,,NA,NA,,,,
1183,2592,Mucor_fragilis,GQ376119,SH1655668.09FU,refs,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_fragilis,Mucor_fragilis_SH1655668.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1184,2593,Microdominikia_litorea,UDB087670,SH0907158.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea,Microdominikia_litorea_SH0907158.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1185,2595,Fungi_sp,UDB0650514,SH1160700.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1160700.09FU,NA,NA,,,NA,NA,,,,
1186,2602,Cosmospora_lavitskiae,KJ676167,SH3159528.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora_lavitskiae,Cosmospora_lavitskiae_SH3159528.09FU,mycoparasite,fungal_decomposer,,,fungal_material,filamentous_mycelium,,,,
1187,2608,Trichoderma_rossicum,KC171335,SH2614519.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_rossicum,Trichoderma_rossicum_SH2614519.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1188,2611,Stachybotrys_chartarum,EF568081,SH1073994.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum,Stachybotrys_chartarum_SH1073994.09FU,wood_saprotroph,litter_saprotroph,,,wood,leaf/fruit/seed,filamentous_mycelium,,,
1189,2612,Spizellomycetales_sp,UDB07384539,SH1179745.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1179745.09FU,NA,NA,,,NA,NA,,,,
1190,2613,Spizellomyces_sp,UDB07389121,SH1115557.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_sp,Spizellomyces_sp_SH1115557.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1191,2614,Scytalidium_sp,UDB06739388,SH1276394.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_sp,Scytalidium_sp_SH1276394.09FU,wood_saprotroph,litter_saprotroph,,,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
1192,2616,Pleosporales_sp,GU721359,SH1020009.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1020009.09FU,NA,NA,,,NA,NA,,,,
1193,2617,Pezizaceae_sp,UDB04319707,SH1262098.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp,Pezizaceae_sp_SH1262098.09FU,NA,NA,,,NA,NA,,,,
1194,2618,Orbiliales_sp,UDB02631660,SH0896090.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Orbiliales_gen_Incertae_sedis,Orbiliales_sp,Orbiliales_sp_SH0896090.09FU,NA,NA,,,NA,NA,,,,
1195,2619,Myrothecium_sp,UDB03572071,SH1076314.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium_sp,Myrothecium_sp_SH1076314.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1196,2620,Mucor_lusitanicus,JF439685,SH1055118.09FU,refs,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_lusitanicus,Mucor_lusitanicus_SH1055118.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1197,2621,Mortierellales_sp,UDB04946924,SH1105899.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellales_fam_Incertae_sedis,Mortierellales_gen_Incertae_sedis,Mortierellales_sp,Mortierellales_sp_SH1105899.09FU,NA,NA,,,NA,NA,,,,
1198,2622,Microdominikia_sp,UDB04188379,SH0993330.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_sp,Microdominikia_sp_SH0993330.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1199,2623,Lobulomycetales_sp,KF297079,SH1234120.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH1234120.09FU,NA,NA,,,NA,NA,,,,
1200,2624,Lipomyces_tetrasporus,AB760304,SH0996224.09FU,reps,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_tetrasporus,Lipomyces_tetrasporus_SH0996224.09FU,nectar/tap_saprotroph,NA,,,sugar-rich_substrates,yeast,,,,
1201,2628,GS08_sp,UDB02312699,SH0901371.09FU,reps,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,GS08_fam_Incertae_sedis,GS08_gen_Incertae_sedis,GS08_sp,GS08_sp_SH0901371.09FU,NA,NA,,,NA,NA,,,,
1202,2629,Glomus_sp,UDB03151283,SH1030994.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus_sp_SH1030994.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1203,2630,Fungi_sp,UDB0579709,SH1122802.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1122802.09FU,NA,NA,,,NA,NA,,,,
1204,2631,Fungi_sp,UDB0465232,SH1231662.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1231662.09FU,NA,NA,,,NA,NA,,,,
1205,2632,Fungi_sp,UDB0256766,SH1191015.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1191015.09FU,NA,NA,,,NA,NA,,,,
1206,2633,Fungi_sp,UDB02177976,SH1192694.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1192694.09FU,NA,NA,,,NA,NA,,,,
1207,2652,Epicoccum_phragmosporum,MN215619,SH2735614.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_phragmosporum,Epicoccum_phragmosporum_SH2735614.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1208,2653,Entoloma_sp,UDB05332504,SH1260552.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp,Entoloma_sp_SH1260552.09FU,soil_saprotroph,unspecified_symbiotroph,,,roots,soil,filamentous_mycelium,,,
1209,2654,Conlarium_sp,UDB04131267,SH0953387.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Conlariaceae,Conlarium,Conlarium_sp,Conlarium_sp_SH0953387.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1210,2655,Chytridiomycota_sp,UDB02284314,SH1280746.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1280746.09FU,NA,NA,,,NA,NA,,,,
1211,2656,Chaetomium_grande,HM365253,SH0881646.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_grande,Chaetomium_grande_SH0881646.09FU,litter_saprotroph,foliar_endophyte,,,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1212,2665,Calvatia_gigantea,DQ112623,SH0948438.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia_gigantea,Calvatia_gigantea_SH0948438.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1213,2666,Calvatia_cyathiformis,AJ486864,SH0948311.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia_cyathiformis,Calvatia_cyathiformis_SH0948311.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1214,2667,Blastocladiales_sp,UDB01528014,SH1037252.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiales_fam_Incertae_sedis,Blastocladiales_gen_Incertae_sedis,Blastocladiales_sp,Blastocladiales_sp_SH1037252.09FU,NA,NA,,,NA,NA,,,,
1215,2668,Basidiomycota_sp,UDB02169572,SH1278625.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1278625.09FU,NA,NA,,,NA,NA,,,,
1216,2671,Fungi_sp,UDB02085506,SH1104714.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1104714.09FU,NA,NA,,,NA,NA,,,,
1217,2673,Rozellomycota_sp,UDB06711476,SH1142167.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1142167.09FU,NA,NA,,,NA,NA,,,,
1218,2674,Chytridiomycota_sp,UDB02288375,SH1303992.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1303992.09FU,NA,NA,,,NA,NA,,,,
1219,2675,Chytridiaceae_sp,UDB02241087,SH1135816.09FU,reps,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Chytridiaceae_gen_Incertae_sedis,Chytridiaceae_sp,Chytridiaceae_sp_SH1135816.09FU,NA,NA,,,NA,NA,,,,
1220,2682,Vishniacozyma_tephrensis,DQ000318,SH0994229.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis,Vishniacozyma_tephrensis_SH0994229.09FU,soil_saprotroph,NA,,,soil,yeast,,,,
1221,2683,Spizellomycetales_sp,UDB07383986,SH1196182.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1196182.09FU,NA,NA,,,NA,NA,,,,
1222,2684,Periconia_chimonanthi,MW448660,SH0949693.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_chimonanthi,Periconia_chimonanthi_SH0949693.09FU,plant_pathogen,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1223,2685,Parastagonospora_sp,HG996431,SH0992993.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora_sp,Parastagonospora_sp_SH0992993.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
